id|pathway_name|source|source_url
R-HSA-174437|Removal of the Flap Intermediate from the C-strand|REACTOME|https://reactome.org
R-HSA-9682706|Replication of the SARS-CoV-1 genome|REACTOME|https://reactome.org
R-HSA-9694686|Replication of the SARS-CoV-2 genome|REACTOME|https://reactome.org
R-HSA-4641265|Repression of WNT target genes|REACTOME|https://reactome.org
R-HSA-1474165|Reproduction|REACTOME|https://reactome.org
R-HSA-9665250|Resistance of ERBB2 KD mutants to AEE788|REACTOME|https://reactome.org
R-HSA-9665249|Resistance of ERBB2 KD mutants to afatinib|REACTOME|https://reactome.org
R-HSA-9665251|Resistance of ERBB2 KD mutants to lapatinib|REACTOME|https://reactome.org
R-HSA-9665246|Resistance of ERBB2 KD mutants to neratinib|REACTOME|https://reactome.org
R-HSA-9665247|Resistance of ERBB2 KD mutants to osimertinib|REACTOME|https://reactome.org
R-HSA-9665244|Resistance of ERBB2 KD mutants to sapitinib|REACTOME|https://reactome.org
R-HSA-9665245|Resistance of ERBB2 KD mutants to tesevatinib|REACTOME|https://reactome.org
R-HSA-9665233|Resistance of ERBB2 KD mutants to trastuzumab|REACTOME|https://reactome.org
R-HSA-110373|Resolution of AP sites via the multiple-nucleotide patch replacement pathway|REACTOME|https://reactome.org
R-HSA-110381|Resolution of AP sites via the single-nucleotide replacement pathway|REACTOME|https://reactome.org
R-HSA-73933|Resolution of Abasic Sites (AP sites)|REACTOME|https://reactome.org
R-HSA-5693537|Resolution of D-Loop Structures|REACTOME|https://reactome.org
R-HSA-5693568|Resolution of D-loop Structures through Holliday Junction Intermediates|REACTOME|https://reactome.org
R-HSA-5693554|Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)|REACTOME|https://reactome.org
R-HSA-2500257|Resolution of Sister Chromatid Cohesion|REACTOME|https://reactome.org
R-HSA-611105|Respiratory electron transport|REACTOME|https://reactome.org
R-HSA-163200|Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.|REACTOME|https://reactome.org
R-HSA-9648895|Response of EIF2AK1 (HRI) to heme deficiency|REACTOME|https://reactome.org
R-HSA-9633012|Response of EIF2AK4 (GCN2) to amino acid deficiency|REACTOME|https://reactome.org
R-HSA-9637690|Response of Mtb to phagocytosis|REACTOME|https://reactome.org
R-HSA-76005|Response to elevated platelet cytosolic Ca2+|REACTOME|https://reactome.org
R-HSA-5660526|Response to metal ions|REACTOME|https://reactome.org
R-HSA-2453864|Retinoid cycle disease events|REACTOME|https://reactome.org
R-HSA-975634|Retinoid metabolism and transport|REACTOME|https://reactome.org
R-HSA-6809583|Retinoid metabolism disease events|REACTOME|https://reactome.org
R-HSA-177504|Retrograde neurotrophin signalling|REACTOME|https://reactome.org
R-HSA-6811440|Retrograde transport at the Trans-Golgi-Network|REACTOME|https://reactome.org
R-HSA-888593|Reuptake of GABA|REACTOME|https://reactome.org
R-HSA-165054|Rev-mediated nuclear export of HIV RNA|REACTOME|https://reactome.org
R-HSA-73943|Reversal of alkylation damage by DNA dioxygenases|REACTOME|https://reactome.org
R-HSA-162589|Reverse Transcription of HIV RNA|REACTOME|https://reactome.org
R-HSA-9729902|Reversible DNA damage induced by alkylating chemotherapeutic drugs|REACTOME|https://reactome.org
R-HSA-1475029|Reversible hydration of carbon dioxide|REACTOME|https://reactome.org
R-HSA-9037628|Rhesus blood group biosynthesis|REACTOME|https://reactome.org
R-HSA-444411|Rhesus glycoproteins mediate ammonium transport.|REACTOME|https://reactome.org
R-HSA-9755088|Ribavirin ADME|REACTOME|https://reactome.org
R-HSA-72702|Ribosomal scanning and start codon recognition|REACTOME|https://reactome.org
R-HSA-428890|Role of ABL in ROBO-SLIT signaling|REACTOME|https://reactome.org
R-HSA-2730905|Role of LAT2/NTAL/LAB on calcium mobilization|REACTOME|https://reactome.org
R-HSA-2029485|Role of phospholipids in phagocytosis|REACTOME|https://reactome.org
R-HSA-418890|Role of second messengers in netrin-1 signaling|REACTOME|https://reactome.org
R-HSA-69242|S Phase|REACTOME|https://reactome.org
R-HSA-9679506|SARS-CoV Infections|REACTOME|https://reactome.org
R-HSA-9679514|SARS-CoV-1 Genome Replication and Transcription|REACTOME|https://reactome.org
R-HSA-9678108|SARS-CoV-1 Infection|REACTOME|https://reactome.org
R-HSA-9692916|SARS-CoV-1 activates/modulates innate immune responses|REACTOME|https://reactome.org
R-HSA-9735869|SARS-CoV-1 modulates host translation machinery|REACTOME|https://reactome.org
R-HSA-9692912|SARS-CoV-1 targets PDZ proteins in cell-cell junction|REACTOME|https://reactome.org
R-HSA-9735871|SARS-CoV-1 targets host intracellular signalling and regulatory pathways|REACTOME|https://reactome.org
R-HSA-9692914|SARS-CoV-1-host interactions|REACTOME|https://reactome.org
R-HSA-9692913|SARS-CoV-1-mediated effects on programmed cell death|REACTOME|https://reactome.org
R-HSA-9694682|SARS-CoV-2 Genome Replication and Transcription|REACTOME|https://reactome.org
R-HSA-9694516|SARS-CoV-2 Infection|REACTOME|https://reactome.org
R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses|REACTOME|https://reactome.org
R-HSA-9754560|SARS-CoV-2 modulates autophagy|REACTOME|https://reactome.org
R-HSA-9754678|SARS-CoV-2 modulates host translation machinery|REACTOME|https://reactome.org
R-HSA-9705677|SARS-CoV-2 targets PDZ proteins in cell-cell junction|REACTOME|https://reactome.org
R-HSA-9755779|SARS-CoV-2 targets host intracellular signalling and regulatory pathways|REACTOME|https://reactome.org
R-HSA-9705683|SARS-CoV-2-host interactions|REACTOME|https://reactome.org
R-HSA-187577|SCF(Skp2)-mediated degradation of p27/p21|REACTOME|https://reactome.org
R-HSA-174113|SCF-beta-TrCP mediated degradation of Emi1|REACTOME|https://reactome.org
R-HSA-373756|SDK interactions|REACTOME|https://reactome.org
R-HSA-399955|SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion|REACTOME|https://reactome.org
R-HSA-5654688|SHC-mediated cascade:FGFR1|REACTOME|https://reactome.org
R-HSA-5654699|SHC-mediated cascade:FGFR2|REACTOME|https://reactome.org
R-HSA-5654704|SHC-mediated cascade:FGFR3|REACTOME|https://reactome.org
R-HSA-5654719|SHC-mediated cascade:FGFR4|REACTOME|https://reactome.org
R-HSA-2428933|SHC-related events triggered by IGF1R|REACTOME|https://reactome.org
R-HSA-180336|SHC1 events in EGFR signaling|REACTOME|https://reactome.org
R-HSA-1250196|SHC1 events in ERBB2 signaling|REACTOME|https://reactome.org
R-HSA-1250347|SHC1 events in ERBB4 signaling|REACTOME|https://reactome.org
R-HSA-9726840|SHOC2 M1731 mutant abolishes MRAS complex function|REACTOME|https://reactome.org
R-HSA-427359|SIRT1 negatively regulates rRNA expression|REACTOME|https://reactome.org
R-HSA-77588|SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs|REACTOME|https://reactome.org
R-HSA-111367|SLBP independent Processing of Histone Pre-mRNAs|REACTOME|https://reactome.org
R-HSA-5619102|SLC transporter disorders|REACTOME|https://reactome.org
R-HSA-425407|SLC-mediated transmembrane transport|REACTOME|https://reactome.org
R-HSA-8985586|SLIT2:ROBO1 increases RHOA activity|REACTOME|https://reactome.org
R-HSA-111463|SMAC (DIABLO) binds to IAPs |REACTOME|https://reactome.org
R-HSA-111464|SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes |REACTOME|https://reactome.org
R-HSA-111469|SMAC, XIAP-regulated apoptotic response|REACTOME|https://reactome.org
R-HSA-3315487|SMAD2/3 MH2 Domain Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-3304356|SMAD2/3 Phosphorylation Motif Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-2173796|SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription|REACTOME|https://reactome.org
R-HSA-3311021|SMAD4 MH2 Domain Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-112412|SOS-mediated signalling|REACTOME|https://reactome.org
R-HSA-1799339|SRP-dependent cotranslational protein targeting to membrane|REACTOME|https://reactome.org
R-HSA-9701898|STAT3 nuclear events downstream of ALK signaling|REACTOME|https://reactome.org
R-HSA-9645135|STAT5 Activation|REACTOME|https://reactome.org
R-HSA-9702518|STAT5 activation downstream of FLT3 ITD mutants|REACTOME|https://reactome.org
R-HSA-3249367|STAT6-mediated induction of chemokines|REACTOME|https://reactome.org
R-HSA-1834941|STING mediated induction of host immune responses|REACTOME|https://reactome.org
R-HSA-3108232|SUMO E3 ligases SUMOylate target proteins|REACTOME|https://reactome.org
R-HSA-3065676|SUMO is conjugated to E1 (UBA2:SAE1)|REACTOME|https://reactome.org
R-HSA-3065679|SUMO is proteolytically processed|REACTOME|https://reactome.org
R-HSA-3065678|SUMO is transferred from E1 to E2 (UBE2I, UBC9)|REACTOME|https://reactome.org
R-HSA-2990846|SUMOylation|REACTOME|https://reactome.org
R-HSA-3108214|SUMOylation of DNA damage response and repair proteins|REACTOME|https://reactome.org
R-HSA-4655427|SUMOylation of DNA methylation proteins|REACTOME|https://reactome.org
R-HSA-4615885|SUMOylation of DNA replication proteins|REACTOME|https://reactome.org
R-HSA-4570464|SUMOylation of RNA binding proteins|REACTOME|https://reactome.org
R-HSA-4085377|SUMOylation of SUMOylation proteins|REACTOME|https://reactome.org
R-HSA-4551638|SUMOylation of chromatin organization proteins|REACTOME|https://reactome.org
R-HSA-4755510|SUMOylation of immune response proteins|REACTOME|https://reactome.org
R-HSA-4090294|SUMOylation of intracellular receptors|REACTOME|https://reactome.org
R-HSA-9793242|SUMOylation of nuclear envelope proteins|REACTOME|https://reactome.org
R-HSA-3899300|SUMOylation of transcription cofactors|REACTOME|https://reactome.org
R-HSA-3232118|SUMOylation of transcription factors|REACTOME|https://reactome.org
R-HSA-3232142|SUMOylation of ubiquitinylation proteins|REACTOME|https://reactome.org
R-HSA-3000480|Scavenging by Class A Receptors|REACTOME|https://reactome.org
R-HSA-3000471|Scavenging by Class B Receptors|REACTOME|https://reactome.org
R-HSA-3000484|Scavenging by Class F Receptors|REACTOME|https://reactome.org
R-HSA-3000497|Scavenging by Class H Receptors|REACTOME|https://reactome.org
R-HSA-2168880|Scavenging of heme from plasma|REACTOME|https://reactome.org
R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III|REACTOME|https://reactome.org
R-HSA-9663891|Selective autophagy|REACTOME|https://reactome.org
R-HSA-2408522|Selenoamino acid metabolism|REACTOME|https://reactome.org
R-HSA-2408557|Selenocysteine synthesis|REACTOME|https://reactome.org
R-HSA-399954|Sema3A PAK dependent Axon repulsion|REACTOME|https://reactome.org
R-HSA-400685|Sema4D in semaphorin signaling|REACTOME|https://reactome.org
R-HSA-416572|Sema4D induced cell migration and growth-cone collapse|REACTOME|https://reactome.org
R-HSA-416550|Sema4D mediated inhibition of cell attachment and migration|REACTOME|https://reactome.org
R-HSA-373755|Semaphorin interactions|REACTOME|https://reactome.org
R-HSA-2559582|Senescence-Associated Secretory Phenotype (SASP)|REACTOME|https://reactome.org
R-HSA-5693548|Sensing of DNA Double Strand Breaks|REACTOME|https://reactome.org
R-HSA-9709957|Sensory Perception|REACTOME|https://reactome.org
R-HSA-9730628|Sensory perception of salty taste|REACTOME|https://reactome.org
R-HSA-9729555|Sensory perception of sour taste|REACTOME|https://reactome.org
R-HSA-9717207|Sensory perception of sweet, bitter, and umami (glutamate) taste|REACTOME|https://reactome.org
R-HSA-9717189|Sensory perception of taste|REACTOME|https://reactome.org
R-HSA-9659379|Sensory processing of sound|REACTOME|https://reactome.org
R-HSA-9662360|Sensory processing of sound by inner hair cells of the cochlea|REACTOME|https://reactome.org
R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea|REACTOME|https://reactome.org
R-HSA-2467813|Separation of Sister Chromatids|REACTOME|https://reactome.org
R-HSA-977347|Serine biosynthesis|REACTOME|https://reactome.org
R-HSA-181429|Serotonin Neurotransmitter Release Cycle|REACTOME|https://reactome.org
R-HSA-209931|Serotonin and melatonin biosynthesis|REACTOME|https://reactome.org
R-HSA-380615|Serotonin clearance from the synaptic cleft|REACTOME|https://reactome.org
R-HSA-390666|Serotonin receptors|REACTOME|https://reactome.org
R-HSA-3282872|Severe congenital neutropenia type 4 (G6PC3)|REACTOME|https://reactome.org
R-HSA-4085001|Sialic acid metabolism|REACTOME|https://reactome.org
R-HSA-162582|Signal Transduction|REACTOME|https://reactome.org
R-HSA-392518|Signal amplification|REACTOME|https://reactome.org
R-HSA-74749|Signal attenuation|REACTOME|https://reactome.org
R-HSA-391160|Signal regulatory protein family interactions|REACTOME|https://reactome.org
R-HSA-445144|Signal transduction by L1|REACTOME|https://reactome.org
R-HSA-201556|Signaling by ALK|REACTOME|https://reactome.org
R-HSA-9725370|Signaling by ALK fusions and activated point mutants|REACTOME|https://reactome.org
R-HSA-9700206|Signaling by ALK in cancer|REACTOME|https://reactome.org
R-HSA-4839748|Signaling by AMER1 mutants|REACTOME|https://reactome.org
R-HSA-4839744|Signaling by APC mutants|REACTOME|https://reactome.org
R-HSA-4839735|Signaling by AXIN mutants|REACTOME|https://reactome.org
R-HSA-1502540|Signaling by Activin|REACTOME|https://reactome.org
R-HSA-201451|Signaling by BMP|REACTOME|https://reactome.org
R-HSA-6802952|Signaling by BRAF and RAF1 fusions|REACTOME|https://reactome.org
R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells|REACTOME|https://reactome.org
R-HSA-9674555|Signaling by CSF3 (G-CSF)|REACTOME|https://reactome.org
R-HSA-4839743|Signaling by CTNNB1 phospho-site mutants|REACTOME|https://reactome.org
R-HSA-177929|Signaling by EGFR|REACTOME|https://reactome.org
R-HSA-1643713|Signaling by EGFR in Cancer|REACTOME|https://reactome.org
R-HSA-5637812|Signaling by EGFRvIII in Cancer|REACTOME|https://reactome.org
R-HSA-1227986|Signaling by ERBB2|REACTOME|https://reactome.org
R-HSA-9665348|Signaling by ERBB2 ECD mutants|REACTOME|https://reactome.org
R-HSA-9664565|Signaling by ERBB2 KD Mutants|REACTOME|https://reactome.org
R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants|REACTOME|https://reactome.org
R-HSA-1227990|Signaling by ERBB2 in Cancer|REACTOME|https://reactome.org
R-HSA-1236394|Signaling by ERBB4|REACTOME|https://reactome.org
R-HSA-9006335|Signaling by Erythropoietin|REACTOME|https://reactome.org
R-HSA-190236|Signaling by FGFR|REACTOME|https://reactome.org
R-HSA-1226099|Signaling by FGFR in disease|REACTOME|https://reactome.org
R-HSA-5654736|Signaling by FGFR1|REACTOME|https://reactome.org
R-HSA-1839120|Signaling by FGFR1 amplification mutants|REACTOME|https://reactome.org
R-HSA-5655302|Signaling by FGFR1 in disease|REACTOME|https://reactome.org
R-HSA-5654738|Signaling by FGFR2|REACTOME|https://reactome.org
R-HSA-8851708|Signaling by FGFR2 IIIa TM|REACTOME|https://reactome.org
R-HSA-2023837|Signaling by FGFR2 amplification mutants|REACTOME|https://reactome.org
R-HSA-8853333|Signaling by FGFR2 fusions|REACTOME|https://reactome.org
R-HSA-5655253|Signaling by FGFR2 in disease|REACTOME|https://reactome.org
R-HSA-5654741|Signaling by FGFR3|REACTOME|https://reactome.org
R-HSA-8853334|Signaling by FGFR3 fusions in cancer|REACTOME|https://reactome.org
R-HSA-5655332|Signaling by FGFR3 in disease|REACTOME|https://reactome.org
R-HSA-5654743|Signaling by FGFR4|REACTOME|https://reactome.org
R-HSA-5655291|Signaling by FGFR4 in disease|REACTOME|https://reactome.org
R-HSA-9703648|Signaling by FLT3 ITD and TKD mutants|REACTOME|https://reactome.org
R-HSA-9703465|Signaling by FLT3 fusion proteins|REACTOME|https://reactome.org
R-HSA-372790|Signaling by GPCR|REACTOME|https://reactome.org
R-HSA-5339716|Signaling by GSK3beta mutants|REACTOME|https://reactome.org
R-HSA-5358351|Signaling by Hedgehog|REACTOME|https://reactome.org
R-HSA-2028269|Signaling by Hippo|REACTOME|https://reactome.org
R-HSA-74752|Signaling by Insulin receptor|REACTOME|https://reactome.org
R-HSA-449147|Signaling by Interleukins|REACTOME|https://reactome.org
R-HSA-9669938|Signaling by KIT in disease|REACTOME|https://reactome.org
R-HSA-5339717|Signaling by LRP5 mutants |REACTOME|https://reactome.org
R-HSA-2586552|Signaling by Leptin|REACTOME|https://reactome.org
R-HSA-5637815|Signaling by Ligand-Responsive EGFR Variants in Cancer|REACTOME|https://reactome.org
R-HSA-9652169|Signaling by MAP2K mutants|REACTOME|https://reactome.org
R-HSA-9652817|Signaling by MAPK mutants|REACTOME|https://reactome.org
R-HSA-6806834|Signaling by MET|REACTOME|https://reactome.org
R-HSA-9660537|Signaling by MRAS-complex mutants|REACTOME|https://reactome.org
R-HSA-8852405|Signaling by MST1|REACTOME|https://reactome.org
R-HSA-1181150|Signaling by NODAL|REACTOME|https://reactome.org
R-HSA-157118|Signaling by NOTCH|REACTOME|https://reactome.org
R-HSA-1980143|Signaling by NOTCH1|REACTOME|https://reactome.org
R-HSA-2691230|Signaling by NOTCH1 HD Domain Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-2894858|Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-2644602|Signaling by NOTCH1 PEST Domain Mutants in Cancer|REACTOME|https://reactome.org
R-HSA-2644603|Signaling by NOTCH1 in Cancer|REACTOME|https://reactome.org
R-HSA-2660825|Signaling by NOTCH1 t(7 9)(NOTCH1:M1580_K2555) Translocation Mutant|REACTOME|https://reactome.org
R-HSA-1980145|Signaling by NOTCH2|REACTOME|https://reactome.org
R-HSA-9012852|Signaling by NOTCH3|REACTOME|https://reactome.org
R-HSA-9013694|Signaling by NOTCH4|REACTOME|https://reactome.org
R-HSA-187037|Signaling by NTRK1 (TRKA)|REACTOME|https://reactome.org
R-HSA-9006115|Signaling by NTRK2 (TRKB)|REACTOME|https://reactome.org
R-HSA-9034015|Signaling by NTRK3 (TRKC)|REACTOME|https://reactome.org
R-HSA-166520|Signaling by NTRKs|REACTOME|https://reactome.org
R-HSA-9006927|Signaling by Non-Receptor Tyrosine Kinases|REACTOME|https://reactome.org
R-HSA-9006931|Signaling by Nuclear Receptors|REACTOME|https://reactome.org
R-HSA-5638302|Signaling by Overexpressed Wild-Type EGFR in Cancer|REACTOME|https://reactome.org
R-HSA-186797|Signaling by PDGF|REACTOME|https://reactome.org
R-HSA-9671555|Signaling by PDGFR in disease|REACTOME|https://reactome.org
R-HSA-9673770|Signaling by PDGFRA extracellular domain mutants|REACTOME|https://reactome.org
R-HSA-9673767|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|REACTOME|https://reactome.org
R-HSA-8848021|Signaling by PTK6|REACTOME|https://reactome.org
R-HSA-9656223|Signaling by RAF1 mutants|REACTOME|https://reactome.org
R-HSA-9753510|Signaling by RAS GAP mutants|REACTOME|https://reactome.org
R-HSA-9753512|Signaling by RAS GTPase mutants|REACTOME|https://reactome.org
R-HSA-6802949|Signaling by RAS mutants|REACTOME|https://reactome.org
R-HSA-5340588|Signaling by RNF43 mutants|REACTOME|https://reactome.org
R-HSA-376176|Signaling by ROBO receptors|REACTOME|https://reactome.org
R-HSA-9006934|Signaling by Receptor Tyrosine Kinases|REACTOME|https://reactome.org
R-HSA-5362517|Signaling by Retinoic Acid|REACTOME|https://reactome.org
R-HSA-194315|Signaling by Rho GTPases|REACTOME|https://reactome.org
R-HSA-9716542|Signaling by Rho GTPases, Miro GTPases and RHOBTB3|REACTOME|https://reactome.org
R-HSA-1433557|Signaling by SCF-KIT|REACTOME|https://reactome.org
R-HSA-5339700|Signaling by TCF7L2 mutants|REACTOME|https://reactome.org
R-HSA-170834|Signaling by TGF-beta Receptor Complex|REACTOME|https://reactome.org
R-HSA-3304351|Signaling by TGF-beta Receptor Complex in Cancer|REACTOME|https://reactome.org
R-HSA-9006936|Signaling by TGFB family members|REACTOME|https://reactome.org
R-HSA-2404192|Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)|REACTOME|https://reactome.org
R-HSA-194138|Signaling by VEGF|REACTOME|https://reactome.org
R-HSA-195721|Signaling by WNT|REACTOME|https://reactome.org
R-HSA-4791275|Signaling by WNT in cancer|REACTOME|https://reactome.org
R-HSA-1839122|Signaling by activated point mutants of FGFR1|REACTOME|https://reactome.org
R-HSA-1839130|Signaling by activated point mutants of FGFR3|REACTOME|https://reactome.org
R-HSA-1839117|Signaling by cytosolic FGFR1 fusion mutants|REACTOME|https://reactome.org
R-HSA-9673766|Signaling by cytosolic PDGFRA and PDGFRB fusion proteins|REACTOME|https://reactome.org
R-HSA-9680187|Signaling by extracellular domain mutants of KIT|REACTOME|https://reactome.org
R-HSA-6802948|Signaling by high-kinase activity BRAF mutants|REACTOME|https://reactome.org
R-HSA-9669935|Signaling by juxtamembrane domain KIT mutants|REACTOME|https://reactome.org
R-HSA-9669933|Signaling by kinase domain mutants of KIT|REACTOME|https://reactome.org
R-HSA-9673768|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|REACTOME|https://reactome.org
R-HSA-6802946|Signaling by moderate kinase activity BRAF mutants|REACTOME|https://reactome.org
R-HSA-9670439|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|REACTOME|https://reactome.org
R-HSA-8853336|Signaling by plasma membrane FGFR1 fusions|REACTOME|https://reactome.org
R-HSA-983705|Signaling by the B Cell Receptor (BCR)|REACTOME|https://reactome.org
R-HSA-9649948|Signaling downstream of RAS mutants|REACTOME|https://reactome.org
R-HSA-198765|Signalling to ERK5|REACTOME|https://reactome.org
R-HSA-187687|Signalling to ERKs|REACTOME|https://reactome.org
R-HSA-167044|Signalling to RAS|REACTOME|https://reactome.org
R-HSA-198745|Signalling to STAT3|REACTOME|https://reactome.org
R-HSA-187706|Signalling to p38 via RIT and RIN|REACTOME|https://reactome.org
R-HSA-426486|Small interfering RNA (siRNA) biogenesis|REACTOME|https://reactome.org
R-HSA-445355|Smooth Muscle Contraction|REACTOME|https://reactome.org
R-HSA-427652|Sodium-coupled phosphate cotransporters|REACTOME|https://reactome.org
R-HSA-433137|Sodium-coupled sulphate, di- and tri-carboxylate transporters|REACTOME|https://reactome.org
R-HSA-425561|Sodium/Calcium exchangers|REACTOME|https://reactome.org
R-HSA-425986|Sodium/Proton exchangers|REACTOME|https://reactome.org
R-HSA-9824272|Somitogenesis|REACTOME|https://reactome.org
R-HSA-9669936|Sorafenib-resistant KIT mutants|REACTOME|https://reactome.org
R-HSA-9674404|Sorafenib-resistant PDGFR mutants|REACTOME|https://reactome.org
R-HSA-9827857|Specification of primordial germ cells|REACTOME|https://reactome.org
R-HSA-1300642|Sperm Motility And Taxes|REACTOME|https://reactome.org
R-HSA-1660661|Sphingolipid de novo biosynthesis|REACTOME|https://reactome.org
R-HSA-428157|Sphingolipid metabolism|REACTOME|https://reactome.org
R-HSA-1295596|Spry regulation of FGF signaling|REACTOME|https://reactome.org
R-HSA-69541|Stabilization of p53|REACTOME|https://reactome.org
R-HSA-211994|Sterols are 12-hydroxylated by CYP8B1|REACTOME|https://reactome.org
R-HSA-211736|Stimulation of the cell death response by PAK-2p34|REACTOME|https://reactome.org
R-HSA-2672351|Stimuli-sensing channels|REACTOME|https://reactome.org
R-HSA-390522|Striated Muscle Contraction|REACTOME|https://reactome.org
R-HSA-1614517|Sulfide oxidation to sulfate|REACTOME|https://reactome.org
R-HSA-1614635|Sulfur amino acid metabolism|REACTOME|https://reactome.org
R-HSA-9669934|Sunitinib-resistant KIT mutants|REACTOME|https://reactome.org
R-HSA-9674401|Sunitinib-resistant PDGFR mutants|REACTOME|https://reactome.org
R-HSA-9635465|Suppression of apoptosis|REACTOME|https://reactome.org
R-HSA-9636569|Suppression of autophagy|REACTOME|https://reactome.org
R-HSA-9637687|Suppression of phagosomal maturation|REACTOME|https://reactome.org
R-HSA-5683826|Surfactant metabolism|REACTOME|https://reactome.org
R-HSA-69052|Switching of origins to a post-replicative state|REACTOME|https://reactome.org
R-HSA-8849932|Synaptic adhesion-like molecules|REACTOME|https://reactome.org
R-HSA-3000170|Syndecan interactions|REACTOME|https://reactome.org
R-HSA-174495|Synthesis And Processing Of GAG, GAGPOL Polyproteins|REACTOME|https://reactome.org
R-HSA-171286|Synthesis and processing of ENV and VPU|REACTOME|https://reactome.org
R-HSA-2142816|Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)|REACTOME|https://reactome.org
R-HSA-2142712|Synthesis of 12-eicosatetraenoic acid derivatives|REACTOME|https://reactome.org
R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives|REACTOME|https://reactome.org
R-HSA-2142688|Synthesis of 5-eicosatetraenoic acids|REACTOME|https://reactome.org
R-HSA-1483171|Synthesis of BMP|REACTOME|https://reactome.org
R-HSA-1483076|Synthesis of CL|REACTOME|https://reactome.org
R-HSA-69239|Synthesis of DNA|REACTOME|https://reactome.org
R-HSA-446199|Synthesis of Dolichyl-phosphate|REACTOME|https://reactome.org
R-HSA-446205|Synthesis of GDP-mannose|REACTOME|https://reactome.org
R-HSA-2142696|Synthesis of Hepoxilins (HX) and Trioxilins (TrX)|REACTOME|https://reactome.org
R-HSA-1855183|Synthesis of IP2, IP, and Ins in the cytosol|REACTOME|https://reactome.org
R-HSA-1855204|Synthesis of IP3 and IP4 in the cytosol|REACTOME|https://reactome.org
R-HSA-1855231|Synthesis of IPs in the ER lumen|REACTOME|https://reactome.org
R-HSA-1855191|Synthesis of IPs in the nucleus|REACTOME|https://reactome.org
R-HSA-77111|Synthesis of Ketone Bodies|REACTOME|https://reactome.org
R-HSA-2142691|Synthesis of Leukotrienes (LT) and Eoxins (EX)|REACTOME|https://reactome.org
R-HSA-2142700|Synthesis of Lipoxins (LX)|REACTOME|https://reactome.org
R-HSA-1483166|Synthesis of PA|REACTOME|https://reactome.org
R-HSA-1483191|Synthesis of PC|REACTOME|https://reactome.org
R-HSA-1483213|Synthesis of PE|REACTOME|https://reactome.org
R-HSA-1483148|Synthesis of PG|REACTOME|https://reactome.org
R-HSA-1483226|Synthesis of PI|REACTOME|https://reactome.org
R-HSA-1483248|Synthesis of PIPs at the ER membrane|REACTOME|https://reactome.org
R-HSA-1660514|Synthesis of PIPs at the Golgi membrane|REACTOME|https://reactome.org
R-HSA-1660516|Synthesis of PIPs at the early endosome membrane|REACTOME|https://reactome.org
R-HSA-1660517|Synthesis of PIPs at the late endosome membrane|REACTOME|https://reactome.org
R-HSA-1660499|Synthesis of PIPs at the plasma membrane|REACTOME|https://reactome.org
R-HSA-8847453|Synthesis of PIPs in the nucleus|REACTOME|https://reactome.org
R-HSA-1483101|Synthesis of PS|REACTOME|https://reactome.org
R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX)|REACTOME|https://reactome.org
R-HSA-446210|Synthesis of UDP-N-acetyl-glucosamine|REACTOME|https://reactome.org
R-HSA-8866652|Synthesis of active ubiquitin: roles of E1 and E2 enzymes|REACTOME|https://reactome.org
R-HSA-192105|Synthesis of bile acids and bile salts|REACTOME|https://reactome.org
R-HSA-193775|Synthesis of bile acids and bile salts via 24-hydroxycholesterol|REACTOME|https://reactome.org
R-HSA-193807|Synthesis of bile acids and bile salts via 27-hydroxycholesterol|REACTOME|https://reactome.org
R-HSA-193368|Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol|REACTOME|https://reactome.org
R-HSA-5358493|Synthesis of diphthamide-EEF2|REACTOME|https://reactome.org
R-HSA-162699|Synthesis of dolichyl-phosphate mannose|REACTOME|https://reactome.org
R-HSA-480985|Synthesis of dolichyl-phosphate-glucose|REACTOME|https://reactome.org
R-HSA-2142670|Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)|REACTOME|https://reactome.org
