id|label|pathway_name|source|source_url
r-hsa-9726840|pathway|SHOC2 M1731 mutant abolishes MRAS complex function|REACTOME|https://reactome.org
r-hsa-427359|pathway|SIRT1 negatively regulates rRNA expression|REACTOME|https://reactome.org
r-hsa-77588|pathway|SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs|REACTOME|https://reactome.org
r-hsa-111367|pathway|SLBP independent Processing of Histone Pre-mRNAs|REACTOME|https://reactome.org
r-hsa-5619102|pathway|SLC transporter disorders|REACTOME|https://reactome.org
r-hsa-425407|pathway|SLC-mediated transmembrane transport|REACTOME|https://reactome.org
r-hsa-8985586|pathway|SLIT2:ROBO1 increases RHOA activity|REACTOME|https://reactome.org
r-hsa-111463|pathway|SMAC (DIABLO) binds to IAPs |REACTOME|https://reactome.org
r-hsa-111464|pathway|SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes |REACTOME|https://reactome.org
r-hsa-111469|pathway|SMAC, XIAP-regulated apoptotic response|REACTOME|https://reactome.org
r-hsa-3315487|pathway|SMAD2/3 MH2 Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-3304356|pathway|SMAD2/3 Phosphorylation Motif Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-2173796|pathway|SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription|REACTOME|https://reactome.org
r-hsa-3311021|pathway|SMAD4 MH2 Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-112412|pathway|SOS-mediated signalling|REACTOME|https://reactome.org
r-hsa-1799339|pathway|SRP-dependent cotranslational protein targeting to membrane|REACTOME|https://reactome.org
r-hsa-9701898|pathway|STAT3 nuclear events downstream of ALK signaling|REACTOME|https://reactome.org
r-hsa-9645135|pathway|STAT5 Activation|REACTOME|https://reactome.org
r-hsa-9702518|pathway|STAT5 activation downstream of FLT3 ITD mutants|REACTOME|https://reactome.org
r-hsa-3249367|pathway|STAT6-mediated induction of chemokines|REACTOME|https://reactome.org
r-hsa-1834941|pathway|STING mediated induction of host immune responses|REACTOME|https://reactome.org
r-hsa-3108232|pathway|SUMO E3 ligases SUMOylate target proteins|REACTOME|https://reactome.org
r-hsa-3065676|pathway|SUMO is conjugated to E1 (UBA2:SAE1)|REACTOME|https://reactome.org
r-hsa-3065679|pathway|SUMO is proteolytically processed|REACTOME|https://reactome.org
r-hsa-3065678|pathway|SUMO is transferred from E1 to E2 (UBE2I, UBC9)|REACTOME|https://reactome.org
r-hsa-2990846|pathway|SUMOylation|REACTOME|https://reactome.org
r-hsa-3108214|pathway|SUMOylation of DNA damage response and repair proteins|REACTOME|https://reactome.org
r-hsa-4655427|pathway|SUMOylation of DNA methylation proteins|REACTOME|https://reactome.org
r-hsa-4615885|pathway|SUMOylation of DNA replication proteins|REACTOME|https://reactome.org
r-hsa-4570464|pathway|SUMOylation of RNA binding proteins|REACTOME|https://reactome.org
r-hsa-4085377|pathway|SUMOylation of SUMOylation proteins|REACTOME|https://reactome.org
r-hsa-4551638|pathway|SUMOylation of chromatin organization proteins|REACTOME|https://reactome.org
r-hsa-4755510|pathway|SUMOylation of immune response proteins|REACTOME|https://reactome.org
r-hsa-4090294|pathway|SUMOylation of intracellular receptors|REACTOME|https://reactome.org
r-hsa-9793242|pathway|SUMOylation of nuclear envelope proteins|REACTOME|https://reactome.org
r-hsa-3899300|pathway|SUMOylation of transcription cofactors|REACTOME|https://reactome.org
r-hsa-3232118|pathway|SUMOylation of transcription factors|REACTOME|https://reactome.org
r-hsa-3232142|pathway|SUMOylation of ubiquitinylation proteins|REACTOME|https://reactome.org
r-hsa-3000480|pathway|Scavenging by Class A Receptors|REACTOME|https://reactome.org
r-hsa-3000471|pathway|Scavenging by Class B Receptors|REACTOME|https://reactome.org
r-hsa-3000484|pathway|Scavenging by Class F Receptors|REACTOME|https://reactome.org
r-hsa-3000497|pathway|Scavenging by Class H Receptors|REACTOME|https://reactome.org
r-hsa-2168880|pathway|Scavenging of heme from plasma|REACTOME|https://reactome.org
r-hsa-9668328|pathway|Sealing of the nuclear envelope (NE) by ESCRT-III|REACTOME|https://reactome.org
r-hsa-9663891|pathway|Selective autophagy|REACTOME|https://reactome.org
r-hsa-2408522|pathway|Selenoamino acid metabolism|REACTOME|https://reactome.org
r-hsa-2408557|pathway|Selenocysteine synthesis|REACTOME|https://reactome.org
r-hsa-399954|pathway|Sema3A PAK dependent Axon repulsion|REACTOME|https://reactome.org
r-hsa-400685|pathway|Sema4D in semaphorin signaling|REACTOME|https://reactome.org
r-hsa-416572|pathway|Sema4D induced cell migration and growth-cone collapse|REACTOME|https://reactome.org
r-hsa-416550|pathway|Sema4D mediated inhibition of cell attachment and migration|REACTOME|https://reactome.org
r-hsa-373755|pathway|Semaphorin interactions|REACTOME|https://reactome.org
r-hsa-2559582|pathway|Senescence-Associated Secretory Phenotype (SASP)|REACTOME|https://reactome.org
r-hsa-5693548|pathway|Sensing of DNA Double Strand Breaks|REACTOME|https://reactome.org
r-hsa-9709957|pathway|Sensory Perception|REACTOME|https://reactome.org
r-hsa-9730628|pathway|Sensory perception of salty taste|REACTOME|https://reactome.org
r-hsa-9729555|pathway|Sensory perception of sour taste|REACTOME|https://reactome.org
r-hsa-9717207|pathway|Sensory perception of sweet, bitter, and umami (glutamate) taste|REACTOME|https://reactome.org
r-hsa-9717189|pathway|Sensory perception of taste|REACTOME|https://reactome.org
r-hsa-9659379|pathway|Sensory processing of sound|REACTOME|https://reactome.org
r-hsa-9662360|pathway|Sensory processing of sound by inner hair cells of the cochlea|REACTOME|https://reactome.org
r-hsa-9662361|pathway|Sensory processing of sound by outer hair cells of the cochlea|REACTOME|https://reactome.org
r-hsa-2467813|pathway|Separation of Sister Chromatids|REACTOME|https://reactome.org
r-hsa-977347|pathway|Serine biosynthesis|REACTOME|https://reactome.org
r-hsa-181429|pathway|Serotonin Neurotransmitter Release Cycle|REACTOME|https://reactome.org
r-hsa-209931|pathway|Serotonin and melatonin biosynthesis|REACTOME|https://reactome.org
r-hsa-380615|pathway|Serotonin clearance from the synaptic cleft|REACTOME|https://reactome.org
r-hsa-390666|pathway|Serotonin receptors|REACTOME|https://reactome.org
r-hsa-3282872|pathway|Severe congenital neutropenia type 4 (G6PC3)|REACTOME|https://reactome.org
r-hsa-4085001|pathway|Sialic acid metabolism|REACTOME|https://reactome.org
r-hsa-162582|pathway|Signal Transduction|REACTOME|https://reactome.org
r-hsa-392518|pathway|Signal amplification|REACTOME|https://reactome.org
r-hsa-74749|pathway|Signal attenuation|REACTOME|https://reactome.org
r-hsa-391160|pathway|Signal regulatory protein family interactions|REACTOME|https://reactome.org
r-hsa-445144|pathway|Signal transduction by L1|REACTOME|https://reactome.org
r-hsa-201556|pathway|Signaling by ALK|REACTOME|https://reactome.org
r-hsa-9725370|pathway|Signaling by ALK fusions and activated point mutants|REACTOME|https://reactome.org
r-hsa-9700206|pathway|Signaling by ALK in cancer|REACTOME|https://reactome.org
r-hsa-4839748|pathway|Signaling by AMER1 mutants|REACTOME|https://reactome.org
r-hsa-4839744|pathway|Signaling by APC mutants|REACTOME|https://reactome.org
r-hsa-4839735|pathway|Signaling by AXIN mutants|REACTOME|https://reactome.org
r-hsa-1502540|pathway|Signaling by Activin|REACTOME|https://reactome.org
r-hsa-201451|pathway|Signaling by BMP|REACTOME|https://reactome.org
r-hsa-6802952|pathway|Signaling by BRAF and RAF1 fusions|REACTOME|https://reactome.org
r-hsa-9680350|pathway|Signaling by CSF1 (M-CSF) in myeloid cells|REACTOME|https://reactome.org
r-hsa-9674555|pathway|Signaling by CSF3 (G-CSF)|REACTOME|https://reactome.org
r-hsa-4839743|pathway|Signaling by CTNNB1 phospho-site mutants|REACTOME|https://reactome.org
r-hsa-177929|pathway|Signaling by EGFR|REACTOME|https://reactome.org
r-hsa-1643713|pathway|Signaling by EGFR in Cancer|REACTOME|https://reactome.org
r-hsa-5637812|pathway|Signaling by EGFRvIII in Cancer|REACTOME|https://reactome.org
r-hsa-1227986|pathway|Signaling by ERBB2|REACTOME|https://reactome.org
r-hsa-9665348|pathway|Signaling by ERBB2 ECD mutants|REACTOME|https://reactome.org
r-hsa-9664565|pathway|Signaling by ERBB2 KD Mutants|REACTOME|https://reactome.org
r-hsa-9665686|pathway|Signaling by ERBB2 TMD/JMD mutants|REACTOME|https://reactome.org
r-hsa-1227990|pathway|Signaling by ERBB2 in Cancer|REACTOME|https://reactome.org
r-hsa-1236394|pathway|Signaling by ERBB4|REACTOME|https://reactome.org
r-hsa-9006335|pathway|Signaling by Erythropoietin|REACTOME|https://reactome.org
r-hsa-190236|pathway|Signaling by FGFR|REACTOME|https://reactome.org
r-hsa-1226099|pathway|Signaling by FGFR in disease|REACTOME|https://reactome.org
r-hsa-5654736|pathway|Signaling by FGFR1|REACTOME|https://reactome.org
r-hsa-1839120|pathway|Signaling by FGFR1 amplification mutants|REACTOME|https://reactome.org
r-hsa-5655302|pathway|Signaling by FGFR1 in disease|REACTOME|https://reactome.org
r-hsa-5654738|pathway|Signaling by FGFR2|REACTOME|https://reactome.org
r-hsa-8851708|pathway|Signaling by FGFR2 IIIa TM|REACTOME|https://reactome.org
r-hsa-2023837|pathway|Signaling by FGFR2 amplification mutants|REACTOME|https://reactome.org
r-hsa-8853333|pathway|Signaling by FGFR2 fusions|REACTOME|https://reactome.org
r-hsa-5655253|pathway|Signaling by FGFR2 in disease|REACTOME|https://reactome.org
r-hsa-5654741|pathway|Signaling by FGFR3|REACTOME|https://reactome.org
r-hsa-8853334|pathway|Signaling by FGFR3 fusions in cancer|REACTOME|https://reactome.org
r-hsa-5655332|pathway|Signaling by FGFR3 in disease|REACTOME|https://reactome.org
r-hsa-5654743|pathway|Signaling by FGFR4|REACTOME|https://reactome.org
r-hsa-5655291|pathway|Signaling by FGFR4 in disease|REACTOME|https://reactome.org
r-hsa-9703648|pathway|Signaling by FLT3 ITD and TKD mutants|REACTOME|https://reactome.org
r-hsa-9703465|pathway|Signaling by FLT3 fusion proteins|REACTOME|https://reactome.org
r-hsa-372790|pathway|Signaling by GPCR|REACTOME|https://reactome.org
r-hsa-5339716|pathway|Signaling by GSK3beta mutants|REACTOME|https://reactome.org
r-hsa-5358351|pathway|Signaling by Hedgehog|REACTOME|https://reactome.org
r-hsa-2028269|pathway|Signaling by Hippo|REACTOME|https://reactome.org
r-hsa-74752|pathway|Signaling by Insulin receptor|REACTOME|https://reactome.org
r-hsa-449147|pathway|Signaling by Interleukins|REACTOME|https://reactome.org
r-hsa-9669938|pathway|Signaling by KIT in disease|REACTOME|https://reactome.org
r-hsa-5339717|pathway|Signaling by LRP5 mutants |REACTOME|https://reactome.org
r-hsa-2586552|pathway|Signaling by Leptin|REACTOME|https://reactome.org
r-hsa-5637815|pathway|Signaling by Ligand-Responsive EGFR Variants in Cancer|REACTOME|https://reactome.org
r-hsa-9652169|pathway|Signaling by MAP2K mutants|REACTOME|https://reactome.org
r-hsa-9652817|pathway|Signaling by MAPK mutants|REACTOME|https://reactome.org
r-hsa-6806834|pathway|Signaling by MET|REACTOME|https://reactome.org
r-hsa-9660537|pathway|Signaling by MRAS-complex mutants|REACTOME|https://reactome.org
r-hsa-8852405|pathway|Signaling by MST1|REACTOME|https://reactome.org
r-hsa-1181150|pathway|Signaling by NODAL|REACTOME|https://reactome.org
r-hsa-157118|pathway|Signaling by NOTCH|REACTOME|https://reactome.org
r-hsa-1980143|pathway|Signaling by NOTCH1|REACTOME|https://reactome.org
r-hsa-2691230|pathway|Signaling by NOTCH1 HD Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-2894858|pathway|Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-2644602|pathway|Signaling by NOTCH1 PEST Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-2644603|pathway|Signaling by NOTCH1 in Cancer|REACTOME|https://reactome.org
r-hsa-2660825|pathway|Signaling by NOTCH1 t(7 9)(NOTCH1:M1580_K2555) Translocation Mutant|REACTOME|https://reactome.org
r-hsa-1980145|pathway|Signaling by NOTCH2|REACTOME|https://reactome.org
r-hsa-9012852|pathway|Signaling by NOTCH3|REACTOME|https://reactome.org
r-hsa-9013694|pathway|Signaling by NOTCH4|REACTOME|https://reactome.org
r-hsa-187037|pathway|Signaling by NTRK1 (TRKA)|REACTOME|https://reactome.org
r-hsa-9006115|pathway|Signaling by NTRK2 (TRKB)|REACTOME|https://reactome.org
r-hsa-9034015|pathway|Signaling by NTRK3 (TRKC)|REACTOME|https://reactome.org
r-hsa-166520|pathway|Signaling by NTRKs|REACTOME|https://reactome.org
r-hsa-9006927|pathway|Signaling by Non-Receptor Tyrosine Kinases|REACTOME|https://reactome.org
r-hsa-9006931|pathway|Signaling by Nuclear Receptors|REACTOME|https://reactome.org
r-hsa-5638302|pathway|Signaling by Overexpressed Wild-Type EGFR in Cancer|REACTOME|https://reactome.org
r-hsa-186797|pathway|Signaling by PDGF|REACTOME|https://reactome.org
r-hsa-9671555|pathway|Signaling by PDGFR in disease|REACTOME|https://reactome.org
r-hsa-9673770|pathway|Signaling by PDGFRA extracellular domain mutants|REACTOME|https://reactome.org
r-hsa-9673767|pathway|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|REACTOME|https://reactome.org
r-hsa-8848021|pathway|Signaling by PTK6|REACTOME|https://reactome.org
r-hsa-9656223|pathway|Signaling by RAF1 mutants|REACTOME|https://reactome.org
r-hsa-9753510|pathway|Signaling by RAS GAP mutants|REACTOME|https://reactome.org
r-hsa-9753512|pathway|Signaling by RAS GTPase mutants|REACTOME|https://reactome.org
r-hsa-6802949|pathway|Signaling by RAS mutants|REACTOME|https://reactome.org
r-hsa-5340588|pathway|Signaling by RNF43 mutants|REACTOME|https://reactome.org
r-hsa-376176|pathway|Signaling by ROBO receptors|REACTOME|https://reactome.org
r-hsa-9006934|pathway|Signaling by Receptor Tyrosine Kinases|REACTOME|https://reactome.org
r-hsa-5362517|pathway|Signaling by Retinoic Acid|REACTOME|https://reactome.org
r-hsa-194315|pathway|Signaling by Rho GTPases|REACTOME|https://reactome.org
r-hsa-9716542|pathway|Signaling by Rho GTPases, Miro GTPases and RHOBTB3|REACTOME|https://reactome.org
r-hsa-1433557|pathway|Signaling by SCF-KIT|REACTOME|https://reactome.org
r-hsa-5339700|pathway|Signaling by TCF7L2 mutants|REACTOME|https://reactome.org
r-hsa-170834|pathway|Signaling by TGF-beta Receptor Complex|REACTOME|https://reactome.org
r-hsa-3304351|pathway|Signaling by TGF-beta Receptor Complex in Cancer|REACTOME|https://reactome.org
r-hsa-9006936|pathway|Signaling by TGFB family members|REACTOME|https://reactome.org
r-hsa-2404192|pathway|Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)|REACTOME|https://reactome.org
r-hsa-194138|pathway|Signaling by VEGF|REACTOME|https://reactome.org
r-hsa-195721|pathway|Signaling by WNT|REACTOME|https://reactome.org
r-hsa-4791275|pathway|Signaling by WNT in cancer|REACTOME|https://reactome.org
r-hsa-1839122|pathway|Signaling by activated point mutants of FGFR1|REACTOME|https://reactome.org
r-hsa-1839130|pathway|Signaling by activated point mutants of FGFR3|REACTOME|https://reactome.org
r-hsa-1839117|pathway|Signaling by cytosolic FGFR1 fusion mutants|REACTOME|https://reactome.org
r-hsa-9673766|pathway|Signaling by cytosolic PDGFRA and PDGFRB fusion proteins|REACTOME|https://reactome.org
r-hsa-9680187|pathway|Signaling by extracellular domain mutants of KIT|REACTOME|https://reactome.org
r-hsa-6802948|pathway|Signaling by high-kinase activity BRAF mutants|REACTOME|https://reactome.org
r-hsa-9669935|pathway|Signaling by juxtamembrane domain KIT mutants|REACTOME|https://reactome.org
r-hsa-9669933|pathway|Signaling by kinase domain mutants of KIT|REACTOME|https://reactome.org
r-hsa-9673768|pathway|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|REACTOME|https://reactome.org
r-hsa-6802946|pathway|Signaling by moderate kinase activity BRAF mutants|REACTOME|https://reactome.org
r-hsa-9670439|pathway|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|REACTOME|https://reactome.org
r-hsa-8853336|pathway|Signaling by plasma membrane FGFR1 fusions|REACTOME|https://reactome.org
r-hsa-983705|pathway|Signaling by the B Cell Receptor (BCR)|REACTOME|https://reactome.org
r-hsa-9649948|pathway|Signaling downstream of RAS mutants|REACTOME|https://reactome.org
r-hsa-198765|pathway|Signalling to ERK5|REACTOME|https://reactome.org
r-hsa-187687|pathway|Signalling to ERKs|REACTOME|https://reactome.org
r-hsa-167044|pathway|Signalling to RAS|REACTOME|https://reactome.org
r-hsa-198745|pathway|Signalling to STAT3|REACTOME|https://reactome.org
r-hsa-187706|pathway|Signalling to p38 via RIT and RIN|REACTOME|https://reactome.org
r-hsa-426486|pathway|Small interfering RNA (siRNA) biogenesis|REACTOME|https://reactome.org
r-hsa-445355|pathway|Smooth Muscle Contraction|REACTOME|https://reactome.org
r-hsa-427652|pathway|Sodium-coupled phosphate cotransporters|REACTOME|https://reactome.org
r-hsa-433137|pathway|Sodium-coupled sulphate, di- and tri-carboxylate transporters|REACTOME|https://reactome.org
r-hsa-425561|pathway|Sodium/Calcium exchangers|REACTOME|https://reactome.org
r-hsa-425986|pathway|Sodium/Proton exchangers|REACTOME|https://reactome.org
r-hsa-9824272|pathway|Somitogenesis|REACTOME|https://reactome.org
r-hsa-9669936|pathway|Sorafenib-resistant KIT mutants|REACTOME|https://reactome.org
r-hsa-9674404|pathway|Sorafenib-resistant PDGFR mutants|REACTOME|https://reactome.org
r-hsa-9827857|pathway|Specification of primordial germ cells|REACTOME|https://reactome.org
r-hsa-1300642|pathway|Sperm Motility And Taxes|REACTOME|https://reactome.org
r-hsa-1660661|pathway|Sphingolipid de novo biosynthesis|REACTOME|https://reactome.org
r-hsa-428157|pathway|Sphingolipid metabolism|REACTOME|https://reactome.org
r-hsa-1295596|pathway|Spry regulation of FGF signaling|REACTOME|https://reactome.org
r-hsa-69541|pathway|Stabilization of p53|REACTOME|https://reactome.org
r-hsa-211994|pathway|Sterols are 12-hydroxylated by CYP8B1|REACTOME|https://reactome.org
r-hsa-211736|pathway|Stimulation of the cell death response by PAK-2p34|REACTOME|https://reactome.org
r-hsa-2672351|pathway|Stimuli-sensing channels|REACTOME|https://reactome.org
r-hsa-390522|pathway|Striated Muscle Contraction|REACTOME|https://reactome.org
r-hsa-1614517|pathway|Sulfide oxidation to sulfate|REACTOME|https://reactome.org
r-hsa-1614635|pathway|Sulfur amino acid metabolism|REACTOME|https://reactome.org
r-hsa-9669934|pathway|Sunitinib-resistant KIT mutants|REACTOME|https://reactome.org
r-hsa-9674401|pathway|Sunitinib-resistant PDGFR mutants|REACTOME|https://reactome.org
r-hsa-9635465|pathway|Suppression of apoptosis|REACTOME|https://reactome.org
r-hsa-9636569|pathway|Suppression of autophagy|REACTOME|https://reactome.org
r-hsa-9637687|pathway|Suppression of phagosomal maturation|REACTOME|https://reactome.org
r-hsa-5683826|pathway|Surfactant metabolism|REACTOME|https://reactome.org
r-hsa-69052|pathway|Switching of origins to a post-replicative state|REACTOME|https://reactome.org
r-hsa-8849932|pathway|Synaptic adhesion-like molecules|REACTOME|https://reactome.org
r-hsa-3000170|pathway|Syndecan interactions|REACTOME|https://reactome.org
r-hsa-174495|pathway|Synthesis And Processing Of GAG, GAGPOL Polyproteins|REACTOME|https://reactome.org
r-hsa-171286|pathway|Synthesis and processing of ENV and VPU|REACTOME|https://reactome.org
r-hsa-2142816|pathway|Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)|REACTOME|https://reactome.org
r-hsa-2142712|pathway|Synthesis of 12-eicosatetraenoic acid derivatives|REACTOME|https://reactome.org
r-hsa-2142770|pathway|Synthesis of 15-eicosatetraenoic acid derivatives|REACTOME|https://reactome.org
r-hsa-2142688|pathway|Synthesis of 5-eicosatetraenoic acids|REACTOME|https://reactome.org
r-hsa-1483171|pathway|Synthesis of BMP|REACTOME|https://reactome.org
r-hsa-1483076|pathway|Synthesis of CL|REACTOME|https://reactome.org
r-hsa-69239|pathway|Synthesis of DNA|REACTOME|https://reactome.org
r-hsa-446199|pathway|Synthesis of Dolichyl-phosphate|REACTOME|https://reactome.org
r-hsa-446205|pathway|Synthesis of GDP-mannose|REACTOME|https://reactome.org
r-hsa-2142696|pathway|Synthesis of Hepoxilins (HX) and Trioxilins (TrX)|REACTOME|https://reactome.org
r-hsa-1855183|pathway|Synthesis of IP2, IP, and Ins in the cytosol|REACTOME|https://reactome.org
r-hsa-1855204|pathway|Synthesis of IP3 and IP4 in the cytosol|REACTOME|https://reactome.org
r-hsa-1855231|pathway|Synthesis of IPs in the ER lumen|REACTOME|https://reactome.org
r-hsa-1855191|pathway|Synthesis of IPs in the nucleus|REACTOME|https://reactome.org
r-hsa-77111|pathway|Synthesis of Ketone Bodies|REACTOME|https://reactome.org
r-hsa-2142691|pathway|Synthesis of Leukotrienes (LT) and Eoxins (EX)|REACTOME|https://reactome.org
r-hsa-2142700|pathway|Synthesis of Lipoxins (LX)|REACTOME|https://reactome.org
r-hsa-1483166|pathway|Synthesis of PA|REACTOME|https://reactome.org
r-hsa-1483191|pathway|Synthesis of PC|REACTOME|https://reactome.org
r-hsa-1483213|pathway|Synthesis of PE|REACTOME|https://reactome.org
r-hsa-1483148|pathway|Synthesis of PG|REACTOME|https://reactome.org
r-hsa-1483226|pathway|Synthesis of PI|REACTOME|https://reactome.org
r-hsa-1483248|pathway|Synthesis of PIPs at the ER membrane|REACTOME|https://reactome.org
r-hsa-1660514|pathway|Synthesis of PIPs at the Golgi membrane|REACTOME|https://reactome.org
r-hsa-1660516|pathway|Synthesis of PIPs at the early endosome membrane|REACTOME|https://reactome.org
r-hsa-1660517|pathway|Synthesis of PIPs at the late endosome membrane|REACTOME|https://reactome.org
r-hsa-1660499|pathway|Synthesis of PIPs at the plasma membrane|REACTOME|https://reactome.org
r-hsa-8847453|pathway|Synthesis of PIPs in the nucleus|REACTOME|https://reactome.org
r-hsa-1483101|pathway|Synthesis of PS|REACTOME|https://reactome.org
r-hsa-2162123|pathway|Synthesis of Prostaglandins (PG) and Thromboxanes (TX)|REACTOME|https://reactome.org
r-hsa-446210|pathway|Synthesis of UDP-N-acetyl-glucosamine|REACTOME|https://reactome.org
r-hsa-8866652|pathway|Synthesis of active ubiquitin: roles of E1 and E2 enzymes|REACTOME|https://reactome.org
r-hsa-192105|pathway|Synthesis of bile acids and bile salts|REACTOME|https://reactome.org
r-hsa-193775|pathway|Synthesis of bile acids and bile salts via 24-hydroxycholesterol|REACTOME|https://reactome.org
r-hsa-193807|pathway|Synthesis of bile acids and bile salts via 27-hydroxycholesterol|REACTOME|https://reactome.org
r-hsa-193368|pathway|Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol|REACTOME|https://reactome.org
r-hsa-5358493|pathway|Synthesis of diphthamide-EEF2|REACTOME|https://reactome.org
r-hsa-162699|pathway|Synthesis of dolichyl-phosphate mannose|REACTOME|https://reactome.org
r-hsa-480985|pathway|Synthesis of dolichyl-phosphate-glucose|REACTOME|https://reactome.org
r-hsa-2142670|pathway|Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)|REACTOME|https://reactome.org
r-hsa-162710|pathway|Synthesis of glycosylphosphatidylinositol (GPI)|REACTOME|https://reactome.org
r-hsa-1855167|pathway|Synthesis of pyrophosphates in the cytosol|REACTOME|https://reactome.org
r-hsa-446219|pathway|Synthesis of substrates in N-glycan biosythesis|REACTOME|https://reactome.org
r-hsa-75876|pathway|Synthesis of very long-chain fatty acyl-CoAs|REACTOME|https://reactome.org
r-hsa-6782861|pathway|Synthesis of wybutosine at G37 of tRNA(Phe)|REACTOME|https://reactome.org
r-hsa-422085|pathway|Synthesis, secretion, and deacylation of Ghrelin|REACTOME|https://reactome.org
r-hsa-381771|pathway|Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)|REACTOME|https://reactome.org
r-hsa-400511|pathway|Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)|REACTOME|https://reactome.org
r-hsa-445989|pathway|TAK1-dependent IKK and NF-kappa-B activation  |REACTOME|https://reactome.org
r-hsa-6791462|pathway|TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P|REACTOME|https://reactome.org
r-hsa-6791055|pathway|TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P|REACTOME|https://reactome.org
r-hsa-8854214|pathway|TBC/RABGAPs|REACTOME|https://reactome.org
r-hsa-201681|pathway|TCF dependent signaling in response to WNT|REACTOME|https://reactome.org
r-hsa-202403|pathway|TCR signaling|REACTOME|https://reactome.org
r-hsa-5221030|pathway|TET1,2,3 and TDG demethylate DNA|REACTOME|https://reactome.org
r-hsa-8866911|pathway|TFAP2 (AP-2) family regulates transcription of cell cycle factors|REACTOME|https://reactome.org
r-hsa-8866910|pathway|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|REACTOME|https://reactome.org
r-hsa-8866906|pathway|TFAP2 (AP-2) family regulates transcription of other transcription factors|REACTOME|https://reactome.org
r-hsa-8869496|pathway|TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation|REACTOME|https://reactome.org
r-hsa-2173789|pathway|TGF-beta receptor signaling activates SMADs|REACTOME|https://reactome.org
r-hsa-2173791|pathway|TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)|REACTOME|https://reactome.org
r-hsa-3656532|pathway|TGFBR1 KD Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-3656535|pathway|TGFBR1 LBD Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-3645790|pathway|TGFBR2 Kinase Domain Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-3642279|pathway|TGFBR2 MSI Frameshift Mutants in Cancer|REACTOME|https://reactome.org
r-hsa-5602566|pathway|TICAM1 deficiency - HSE|REACTOME|https://reactome.org
r-hsa-168927|pathway|TICAM1, RIP1-mediated IKK complex recruitment|REACTOME|https://reactome.org
r-hsa-9014325|pathway|TICAM1,TRAF6-dependent induction of TAK1 complex|REACTOME|https://reactome.org
r-hsa-9013973|pathway|TICAM1-dependent activation of IRF3/IRF7|REACTOME|https://reactome.org
r-hsa-5602410|pathway|TLR3 deficiency - HSE|REACTOME|https://reactome.org
r-hsa-9013957|pathway|TLR3-mediated TICAM1-dependent programmed cell death|REACTOME|https://reactome.org
r-hsa-5676594|pathway|TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway|REACTOME|https://reactome.org
r-hsa-75893|pathway|TNF signaling|REACTOME|https://reactome.org
r-hsa-5357956|pathway|TNFR1-induced NF-kappa-B signaling pathway|REACTOME|https://reactome.org
r-hsa-5357786|pathway|TNFR1-induced proapoptotic signaling|REACTOME|https://reactome.org
r-hsa-5626978|pathway|TNFR1-mediated ceramide production|REACTOME|https://reactome.org
r-hsa-5668541|pathway|TNFR2 non-canonical NF-kB pathway|REACTOME|https://reactome.org
r-hsa-5669034|pathway|TNFs bind their physiological receptors|REACTOME|https://reactome.org
r-hsa-5628897|pathway|TP53 Regulates Metabolic Genes|REACTOME|https://reactome.org
r-hsa-6803207|pathway|TP53 Regulates Transcription of Caspase Activators and Caspases|REACTOME|https://reactome.org
r-hsa-6791312|pathway|TP53 Regulates Transcription of Cell Cycle Genes|REACTOME|https://reactome.org
r-hsa-5633008|pathway|TP53 Regulates Transcription of Cell Death Genes|REACTOME|https://reactome.org
r-hsa-6796648|pathway|TP53 Regulates Transcription of DNA Repair Genes|REACTOME|https://reactome.org
r-hsa-6803211|pathway|TP53 Regulates Transcription of Death Receptors and Ligands|REACTOME|https://reactome.org
