# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	reactome:R-HSA-5617647	ENSEMBL:ENSG00000105997	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	reactome:R-HSA-5617647	ENSEMBL:ENSG00000105997	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
reactome:R-HSA-5617499	ENSEMBL:ENSG00000173917	-	uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
reactome:R-HSA-5617499	ENSEMBL:ENSG00000173917	-	uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810166	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810168	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	reactome:R-HSA-5617658	ENSEMBL:ENSG00000120093	-	physical association	reactome:R-HSA-6810168	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810168	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810168	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810168	17851529|17761849|17851529|17761849|17851529|17851529|17761849|17761849
