tad,genelist
1722|chr22|38750000|39450000,SUN2|Ensembl:ENSG00000100242|HGNC:SUN2;DNAL4|Ensembl:ENSG00000100246|HGNC:DNAL4;NPTXR|Ensembl:ENSG00000221890|HGNC:NPTXR;CBX6|Ensembl:ENSG00000183741|HGNC:CBX6;APOBEC3A|Ensembl:ENSG00000128383|HGNC:APOBEC3A;APOBEC3B|Ensembl:ENSG00000179750|HGNC:APOBEC3B;APOBEC3C|Ensembl:ENSG00000244509|HGNC:APOBEC3C;APOBEC3D|Ensembl:ENSG00000243811|HGNC:APOBEC3D;APOBEC3F|Ensembl:ENSG00000128394|HGNC:APOBEC3F;APOBEC3G|Ensembl:ENSG00000239713|HGNC:APOBEC3G;APOBEC3H|Ensembl:ENSG00000100298|HGNC:APOBEC3H;CBX7|Ensembl:ENSG00000100307|HGNC:CBX7;PDGFB|Ensembl:ENSG00000100311|HGNC:PDGFB;RPL3|Ensembl:ENSG00000100316|HGNC:RPL3;SYNGR1|Ensembl:ENSG00000100321|HGNC:SYNGR1;TAB1|Ensembl:ENSG00000100324|HGNC:TAB1
1749|chr3|12600000|12950000,RAF1|Ensembl:ENSG00000132155|HGNC:RAF1;TMEM40|Ensembl:ENSG00000088726|HGNC:TMEM40;CAND2|Ensembl:ENSG00000144712|HGNC:CAND2;RPL32|Ensembl:ENSG00000144713|HGNC:RPL32;IQSEC1|Ensembl:ENSG00000144711|HGNC:IQSEC1
1787|chr3|42950000|44350000,GASK1A|Ensembl:ENSG00000144649|HGNC:GASK1A;POMGNT2|Ensembl:ENSG00000144647|HGNC:POMGNT2;SNRK|Ensembl:ENSG00000163788|HGNC:SNRK;ANO10|Ensembl:ENSG00000160746|HGNC:ANO10;ABHD5|Ensembl:ENSG00000011198|HGNC:ABHD5;TOPAZ1|Ensembl:ENSG00000173769|HGNC:TOPAZ1;TCAIM|Ensembl:ENSG00000179152|HGNC:TCAIM
1866|chr3|120600000|121550000,NDUFB4|Ensembl:ENSG00000065518|HGNC:NDUFB4;HGD|Ensembl:ENSG00000113924|HGNC:HGD;RABL3|Ensembl:ENSG00000144840|HGNC:RABL3;GTF2E1|Ensembl:ENSG00000153767|HGNC:GTF2E1;STXBP5L|Ensembl:ENSG00000145087|HGNC:STXBP5L;POLQ|Ensembl:ENSG00000051341|HGNC:POLQ
1873|chr3|127600000|128050000,MCM2|Ensembl:ENSG00000073111|HGNC:MCM2;PODXL2|Ensembl:ENSG00000114631|HGNC:PODXL2;ABTB1|Ensembl:ENSG00000114626|HGNC:ABTB1;MGLL|Ensembl:ENSG00000074416|HGNC:MGLL;KBTBD12|Ensembl:ENSG00000187715|HGNC:KBTBD12
1874|chr3|128100000|128600000,RUVBL1|Ensembl:ENSG00000175792|HGNC:RUVBL1;EEFSEC|Ensembl:ENSG00000132394|HGNC:EEFSEC;DNAJB8|Ensembl:ENSG00000179407|HGNC:DNAJB8;GATA2|Ensembl:ENSG00000179348|HGNC:GATA2
1941|chr3|185950000|186850000,ETV5|Ensembl:ENSG00000244405|HGNC:ETV5;DGKG|Ensembl:ENSG00000058866|HGNC:DGKG;CRYGS|Ensembl:ENSG00000213139|HGNC:CRYGS;TBCCD1|Ensembl:ENSG00000113838|HGNC:TBCCD1;DNAJB11|Ensembl:ENSG00000090520|HGNC:DNAJB11;AHSG|Ensembl:ENSG00000145192|HGNC:AHSG;FETUB|Ensembl:ENSG00000090512|HGNC:FETUB;HRG|Ensembl:ENSG00000113905|HGNC:HRG;KNG1|Ensembl:ENSG00000113889|HGNC:KNG1;EIF4A2|Ensembl:ENSG00000156976|HGNC:EIF4A2;RFC4|Ensembl:ENSG00000163918|HGNC:RFC4;ADIPOQ|Ensembl:ENSG00000181092|HGNC:ADIPOQ
1996|chr4|39200000|39450000,WDR19|Ensembl:ENSG00000157796|HGNC:WDR19;RFC1|Ensembl:ENSG00000035928|HGNC:RFC1;KLB|Ensembl:ENSG00000134962|HGNC:KLB
2001|chr4|42050000|42550000,SLC30A9|Ensembl:ENSG00000014824|HGNC:SLC30A9;BEND4|Ensembl:ENSG00000188848|HGNC:BEND4;SHISA3|Ensembl:ENSG00000178343|HGNC:SHISA3;ATP8A1|Ensembl:ENSG00000124406|HGNC:ATP8A1
2012|chr4|55350000|57000000,SRD5A3|Ensembl:ENSG00000128039|HGNC:SRD5A3;TMEM165|Ensembl:ENSG00000134851|HGNC:TMEM165;CLOCK|Ensembl:ENSG00000134852|HGNC:CLOCK;PDCL2|Ensembl:ENSG00000163440|HGNC:PDCL2;NMU|Ensembl:ENSG00000109255|HGNC:NMU;EXOC1L|Ensembl:ENSG00000250821|HGNC:EXOC1L;EXOC1|Ensembl:ENSG00000090989|HGNC:EXOC1;CEP135|Ensembl:ENSG00000174799|HGNC:CEP135;CRACD|Ensembl:ENSG00000109265|HGNC:CRACD;AASDH|Ensembl:ENSG00000157426|HGNC:AASDH;PPAT|Ensembl:ENSG00000128059|HGNC:PPAT;PAICS|Ensembl:ENSG00000128050|HGNC:PAICS;SRP72|Ensembl:ENSG00000174780|HGNC:SRP72;ARL9|Ensembl:ENSG00000196503|HGNC:ARL9;THEGL|Ensembl:ENSG00000249693|HGNC:THEGL;HOPX|Ensembl:ENSG00000171476|HGNC:HOPX;SPINK2|Ensembl:ENSG00000128040|HGNC:SPINK2;REST|Ensembl:ENSG00000084093|HGNC:REST;NOA1|Ensembl:ENSG00000084092|HGNC:NOA1;POLR2B|Ensembl:ENSG00000047315|HGNC:POLR2B
2051|chr4|99550000|100000000,TRMT10A|Ensembl:ENSG00000145331|HGNC:TRMT10A;MTTP|Ensembl:ENSG00000138823|HGNC:MTTP;C4orf54|Ensembl:ENSG00000248713|HGNC:C4orf54;DAPP1|Ensembl:ENSG00000070190|HGNC:DAPP1;LAMTOR3|Ensembl:ENSG00000109270|HGNC:LAMTOR3;DNAJB14|Ensembl:ENSG00000164031|HGNC:DNAJB14;H2AZ1|Ensembl:ENSG00000164032|HGNC:H2AZ1
2136|chr5|50000|900000,PLEKHG4B|Ensembl:ENSG00000153404|HGNC:PLEKHG4B;LRRC14B|Ensembl:ENSG00000185028|HGNC:LRRC14B;CCDC127|Ensembl:ENSG00000164366|HGNC:CCDC127;SDHA|Ensembl:ENSG00000073578|HGNC:SDHA;PDCD6|Ensembl:ENSG00000249915|HGNC:PDCD6;PDCD6-AHRR|Ensembl:ENSG00000288622|HGNC:PDCD6-AHRR;AHRR|Ensembl:ENSG00000063438|HGNC:AHRR;EXOC3|Ensembl:ENSG00000180104|HGNC:EXOC3;SLC9A3|Ensembl:ENSG00000066230|HGNC:SLC9A3;CEP72|Ensembl:ENSG00000112877|HGNC:CEP72;TPPP|Ensembl:ENSG00000171368|HGNC:TPPP;ZDHHC11B|Ensembl:ENSG00000206077|HGNC:ZDHHC11B;ZDHHC11|Ensembl:ENSG00000188818|HGNC:ZDHHC11;BRD9|Ensembl:ENSG00000028310|HGNC:BRD9;TRIP13|Ensembl:ENSG00000071539|HGNC:TRIP13
2165|chr5|36700000|37050000,NIPBL|Ensembl:ENSG00000164190|HGNC:NIPBL
2177|chr5|50850000|52950000,ISL1|Ensembl:ENSG00000016082|HGNC:ISL1;ITGA1|Ensembl:ENSG00000213949|HGNC:ITGA1;PELO|Ensembl:ENSG00000152684|HGNC:PELO
2278|chr5|149650000|150450000,PPARGC1B|Ensembl:ENSG00000155846|HGNC:PPARGC1B;PDE6A|Ensembl:ENSG00000132915|HGNC:PDE6A;SLC26A2|Ensembl:ENSG00000155850|HGNC:SLC26A2;TIGD6|Ensembl:ENSG00000164296|HGNC:TIGD6;HMGXB3|Ensembl:ENSG00000113716|HGNC:HMGXB3;CSF1R|Ensembl:ENSG00000182578|HGNC:CSF1R;PDGFRB|Ensembl:ENSG00000113721|HGNC:PDGFRB;CDX1|Ensembl:ENSG00000113722|HGNC:CDX1;SLC6A7|Ensembl:ENSG00000011083|HGNC:SLC6A7;CAMK2A|Ensembl:ENSG00000070808|HGNC:CAMK2A;ARSI|Ensembl:ENSG00000183876|HGNC:ARSI;TCOF1|Ensembl:ENSG00000070814|HGNC:TCOF1;CD74|Ensembl:ENSG00000019582|HGNC:CD74;RPS14|Ensembl:ENSG00000164587|HGNC:RPS14
2298|chr5|171400000|172400000,NPM1|Ensembl:ENSG00000181163|HGNC:NPM1;FGF18|Ensembl:ENSG00000156427|HGNC:FGF18;SMIM23|Ensembl:ENSG00000185662|HGNC:SMIM23;FBXW11|Ensembl:ENSG00000072803|HGNC:FBXW11;STK10|Ensembl:ENSG00000072786|HGNC:STK10;EFCAB9|Ensembl:ENSG00000214360|HGNC:EFCAB9;UBTD2|Ensembl:ENSG00000168246|HGNC:UBTD2;SH3PXD2B|Ensembl:ENSG00000174705|HGNC:SH3PXD2B
2299|chr5|172450000|173000000,SH3PXD2B|Ensembl:ENSG00000174705|HGNC:SH3PXD2B;NEURL1B|Ensembl:ENSG00000214357|HGNC:NEURL1B;DUSP1|Ensembl:ENSG00000120129|HGNC:DUSP1;ERGIC1|Ensembl:ENSG00000113719|HGNC:ERGIC1;RPL26L1|Ensembl:ENSG00000037241|HGNC:RPL26L1;ATP6V0E1|Ensembl:ENSG00000113732|HGNC:ATP6V0E1
2327|chr6|13800000|15600000,MCUR1|Ensembl:ENSG00000050393|HGNC:MCUR1;RNF182|Ensembl:ENSG00000180537|HGNC:RNF182;CD83|Ensembl:ENSG00000112149|HGNC:CD83;JARID2|Ensembl:ENSG00000008083|HGNC:JARID2;DTNBP1|Ensembl:ENSG00000047579|HGNC:DTNBP1
2337|chr6|25150000|25950000,CARMIL1|Ensembl:ENSG00000079691|HGNC:CARMIL1;SCGN|Ensembl:ENSG00000079689|HGNC:SCGN;H2AC1|Ensembl:ENSG00000164508|HGNC:H2AC1;H2BC1|Ensembl:ENSG00000146047|HGNC:H2BC1;SLC17A4|Ensembl:ENSG00000146039|HGNC:SLC17A4;SLC17A1|Ensembl:ENSG00000124568|HGNC:SLC17A1;SLC17A3|Ensembl:ENSG00000124564|HGNC:SLC17A3;SLC17A2|Ensembl:ENSG00000112337|HGNC:SLC17A2
2348|chr6|35300000|35500000,DEF6|Ensembl:ENSG00000023892|HGNC:DEF6;PPARD|Ensembl:ENSG00000112033|HGNC:PPARD;FANCE|Ensembl:ENSG00000112039|HGNC:FANCE;RPL10A|Ensembl:ENSG00000198755|HGNC:RPL10A;TEAD3|Ensembl:ENSG00000007866|HGNC:TEAD3;TULP1|Ensembl:ENSG00000112041|HGNC:TULP1
2350|chr6|35800000|36400000,LHFPL5|Ensembl:ENSG00000197753|HGNC:LHFPL5;SRPK1|Ensembl:ENSG00000096063|HGNC:SRPK1;SLC26A8|Ensembl:ENSG00000112053|HGNC:SLC26A8;MAPK14|Ensembl:ENSG00000112062|HGNC:MAPK14;MAPK13|Ensembl:ENSG00000156711|HGNC:MAPK13;BRPF3|Ensembl:ENSG00000096070|HGNC:BRPF3;PNPLA1|Ensembl:ENSG00000180316|HGNC:PNPLA1;BNIP5|Ensembl:ENSG00000189325|HGNC:BNIP5;ETV7|Ensembl:ENSG00000010030|HGNC:ETV7;PXT1|Ensembl:ENSG00000179165|HGNC:PXT1
2351|chr6|36400000|36600000,PXT1|Ensembl:ENSG00000179165|HGNC:PXT1;KCTD20|Ensembl:ENSG00000112078|HGNC:KCTD20;STK38|Ensembl:ENSG00000112079|HGNC:STK38;SRSF3|Ensembl:ENSG00000112081|HGNC:SRSF3
2352|chr6|36600000|36750000,SRSF3|Ensembl:ENSG00000112081|HGNC:SRSF3;CDKN1A|Ensembl:ENSG00000124762|HGNC:CDKN1A;RAB44|Ensembl:ENSG00000255587|HGNC:RAB44;CPNE5|Ensembl:ENSG00000124772|HGNC:CPNE5
2359|chr6|39900000|41300000,DAAM2|Ensembl:ENSG00000146122|HGNC:DAAM2;MOCS1|Ensembl:ENSG00000124615|HGNC:MOCS1;LRFN2|Ensembl:ENSG00000156564|HGNC:LRFN2;UNC5CL|Ensembl:ENSG00000124602|HGNC:UNC5CL;OARD1|Ensembl:ENSG00000124596|HGNC:OARD1;TSPO2|Ensembl:ENSG00000112212|HGNC:TSPO2;APOBEC2|Ensembl:ENSG00000124701|HGNC:APOBEC2;NFYA|Ensembl:ENSG00000001167|HGNC:NFYA;TREML1|Ensembl:ENSG00000161911|HGNC:TREML1;TREM2|Ensembl:ENSG00000095970|HGNC:TREM2;TREML2|Ensembl:ENSG00000112195|HGNC:TREML2;TREML4|Ensembl:ENSG00000188056|HGNC:TREML4;TREM1|Ensembl:ENSG00000124731|HGNC:TREM1
2361|chr6|41750000|42550000,PGC|Ensembl:ENSG00000096088|HGNC:PGC;FRS3|Ensembl:ENSG00000137218|HGNC:FRS3;PRICKLE4|Ensembl:ENSG00000278224|HGNC:PRICKLE4;TOMM6|Ensembl:ENSG00000214736|HGNC:TOMM6;USP49|Ensembl:ENSG00000164663|HGNC:USP49;MED20|Ensembl:ENSG00000124641|HGNC:MED20;BYSL|Ensembl:ENSG00000112578|HGNC:BYSL;CCND3|Ensembl:ENSG00000112576|HGNC:CCND3;TAF8|Ensembl:ENSG00000137413|HGNC:TAF8;C6orf132|Ensembl:ENSG00000188112|HGNC:C6orf132;GUCA1A|Ensembl:ENSG00000048545|HGNC:GUCA1A;GUCA1B|Ensembl:ENSG00000112599|HGNC:GUCA1B;MRPS10|Ensembl:ENSG00000048544|HGNC:MRPS10;TRERF1|Ensembl:ENSG00000124496|HGNC:TRERF1
2365|chr6|43600000|44400000,POLH|Ensembl:ENSG00000170734|HGNC:POLH;GTPBP2|Ensembl:ENSG00000172432|HGNC:GTPBP2;MAD2L1BP|Ensembl:ENSG00000124688|HGNC:MAD2L1BP;RSPH9|Ensembl:ENSG00000172426|HGNC:RSPH9;MRPS18A|Ensembl:ENSG00000096080|HGNC:MRPS18A;VEGFA|Ensembl:ENSG00000112715|HGNC:VEGFA;MRPL14|Ensembl:ENSG00000180992|HGNC:MRPL14;TMEM63B|Ensembl:ENSG00000137216|HGNC:TMEM63B;CAPN11|Ensembl:ENSG00000137225|HGNC:CAPN11;MYMX|Ensembl:ENSG00000262179|HGNC:MYMX;SLC29A1|Ensembl:ENSG00000112759|HGNC:SLC29A1;HSP90AB1|Ensembl:ENSG00000096384|HGNC:HSP90AB1;SLC35B2|Ensembl:ENSG00000157593|HGNC:SLC35B2;NFKBIE|Ensembl:ENSG00000146232|HGNC:NFKBIE;TMEM151B|Ensembl:ENSG00000178233|HGNC:TMEM151B;TCTE1|Ensembl:ENSG00000146221|HGNC:TCTE1;AARS2|Ensembl:ENSG00000124608|HGNC:AARS2;SPATS1|Ensembl:ENSG00000249481|HGNC:SPATS1;CDC5L|Ensembl:ENSG00000096401|HGNC:CDC5L
2375|chr6|52100000|52300000,IL17A|Ensembl:ENSG00000112115|HGNC:IL17A;IL17F|Ensembl:ENSG00000112116|HGNC:IL17F;MCM3|Ensembl:ENSG00000112118|HGNC:MCM3
2393|chr6|73450000|73700000,CGAS|Ensembl:ENSG00000164430|HGNC:CGAS;MTO1|Ensembl:ENSG00000135297|HGNC:MTO1;EEF1A1|Ensembl:ENSG00000156508|HGNC:EEF1A1;SLC17A5|Ensembl:ENSG00000119899|HGNC:SLC17A5;CD109|Ensembl:ENSG00000156535|HGNC:CD109
2419|chr6|104850000|106400000,HACE1|Ensembl:ENSG00000085382|HGNC:HACE1;LIN28B|Ensembl:ENSG00000187772|HGNC:LIN28B;BVES|Ensembl:ENSG00000112276|HGNC:BVES;POPDC3|Ensembl:ENSG00000132429|HGNC:POPDC3;PREP|Ensembl:ENSG00000085377|HGNC:PREP;PRDM1|Ensembl:ENSG00000057657|HGNC:PRDM1;ATG5|Ensembl:ENSG00000057663|HGNC:ATG5;CRYBG1|Ensembl:ENSG00000112297|HGNC:CRYBG1
2436|chr6|121400000|122400000,GJA1|Ensembl:ENSG00000152661|HGNC:GJA1;HSF2|Ensembl:ENSG00000025156|HGNC:HSF2
2451|chr6|132550000|132850000,TAAR8|Ensembl:ENSG00000146385|HGNC:TAAR8;TAAR6|Ensembl:ENSG00000146383|HGNC:TAAR6;TAAR5|Ensembl:ENSG00000135569|HGNC:TAAR5;TAAR2|Ensembl:ENSG00000146378|HGNC:TAAR2;TAAR1|Ensembl:ENSG00000146399|HGNC:TAAR1;VNN1|Ensembl:ENSG00000112299|HGNC:VNN1;VNN3|Ensembl:ENSG00000093134|HGNC:VNN3;VNN2|Ensembl:ENSG00000112303|HGNC:VNN2;SLC18B1|Ensembl:ENSG00000146409|HGNC:SLC18B1;RPS12|Ensembl:ENSG00000112306|HGNC:RPS12
2453|chr6|133950000|134150000,TBPL1|Ensembl:ENSG00000028839|HGNC:TBPL1;SLC2A12|Ensembl:ENSG00000146411|HGNC:SLC2A12
2456|chr6|135450000|136600000,AHI1|Ensembl:ENSG00000135541|HGNC:AHI1;PDE7B|Ensembl:ENSG00000171408|HGNC:PDE7B;MTFR2|Ensembl:ENSG00000146410|HGNC:MTFR2;BCLAF1|Ensembl:ENSG00000029363|HGNC:BCLAF1;MAP7|Ensembl:ENSG00000135525|HGNC:MAP7;MAP3K5|Ensembl:ENSG00000197442|HGNC:MAP3K5
2505|chr7|5250000|5800000,SLC29A4|Ensembl:ENSG00000164638|HGNC:SLC29A4;TNRC18|Ensembl:ENSG00000182095|HGNC:TNRC18;FBXL18|Ensembl:ENSG00000155034|HGNC:FBXL18;ACTB|Ensembl:ENSG00000075624|HGNC:ACTB;FSCN1|Ensembl:ENSG00000075618|HGNC:FSCN1;RNF216|Ensembl:ENSG00000011275|HGNC:RNF216
2513|chr7|13300000|14750000,ETV1|Ensembl:ENSG00000006468|HGNC:ETV1;DGKB|Ensembl:ENSG00000136267|HGNC:DGKB
2527|chr7|25900000|26650000,NFE2L3|Ensembl:ENSG00000050344|HGNC:NFE2L3;HNRNPA2B1|Ensembl:ENSG00000122566|HGNC:HNRNPA2B1;CBX3|Ensembl:ENSG00000122565|HGNC:CBX3;SNX10|Ensembl:ENSG00000086300|HGNC:SNX10
2541|chr7|36000000|36400000,EEPD1|Ensembl:ENSG00000122547|HGNC:EEPD1;KIAA0895|Ensembl:ENSG00000164542|HGNC:KIAA0895;ANLN|Ensembl:ENSG00000011426|HGNC:ANLN
2542|chr7|36400000|37200000,ANLN|Ensembl:ENSG00000011426|HGNC:ANLN;AOAH|Ensembl:ENSG00000136250|HGNC:AOAH;ELMO1|Ensembl:ENSG00000155849|HGNC:ELMO1
2568|chr7|73250000|74800000,NSUN5|Ensembl:ENSG00000130305|HGNC:NSUN5;TRIM50|Ensembl:ENSG00000146755|HGNC:TRIM50;FKBP6|Ensembl:ENSG00000077800|HGNC:FKBP6;FZD9|Ensembl:ENSG00000188763|HGNC:FZD9;BAZ1B|Ensembl:ENSG00000009954|HGNC:BAZ1B;BCL7B|Ensembl:ENSG00000106635|HGNC:BCL7B;TBL2|Ensembl:ENSG00000106638|HGNC:TBL2;MLXIPL|Ensembl:ENSG00000009950|HGNC:MLXIPL;VPS37D|Ensembl:ENSG00000176428|HGNC:VPS37D;DNAJC30|Ensembl:ENSG00000176410|HGNC:DNAJC30;BUD23|Ensembl:ENSG00000071462|HGNC:BUD23;STX1A|Ensembl:ENSG00000106089|HGNC:STX1A;ABHD11|Ensembl:ENSG00000106077|HGNC:ABHD11;CLDN3|Ensembl:ENSG00000165215|HGNC:CLDN3;CLDN4|Ensembl:ENSG00000189143|HGNC:CLDN4;METTL27|Ensembl:ENSG00000165171|HGNC:METTL27;TMEM270|Ensembl:ENSG00000175877|HGNC:TMEM270;ELN|Ensembl:ENSG00000049540|HGNC:ELN;LIMK1|Ensembl:ENSG00000106683|HGNC:LIMK1;EIF4H|Ensembl:ENSG00000106682|HGNC:EIF4H;LAT2|Ensembl:ENSG00000086730|HGNC:LAT2;RFC2|Ensembl:ENSG00000049541|HGNC:RFC2;CLIP2|Ensembl:ENSG00000106665|HGNC:CLIP2;GTF2IRD1|Ensembl:ENSG00000006704|HGNC:GTF2IRD1;GTF2I|Ensembl:ENSG00000263001|HGNC:GTF2I;NCF1|Ensembl:ENSG00000158517|HGNC:NCF1;GTF2IRD2|Ensembl:ENSG00000196275|HGNC:GTF2IRD2
2593|chr7|95900000|97050000,DYNC1I1|Ensembl:ENSG00000158560|HGNC:DYNC1I1;SLC25A13|Ensembl:ENSG00000004864|HGNC:SLC25A13;SEM1|Ensembl:ENSG00000127922|HGNC:SEM1;DLX6|Ensembl:ENSG00000006377|HGNC:DLX6;DLX5|Ensembl:ENSG00000105880|HGNC:DLX5
2597|chr7|99450000|100150000,PTCD1|Ensembl:ENSG00000106246|HGNC:PTCD1;ATP5MF-PTCD1|Ensembl:ENSG00000248919|HGNC:ATP5MF-PTCD1;CPSF4|Ensembl:ENSG00000160917|HGNC:CPSF4;ATP5MF|Ensembl:ENSG00000241468|HGNC:ATP5MF;ZNF789|Ensembl:ENSG00000198556|HGNC:ZNF789;ZNF394|Ensembl:ENSG00000160908|HGNC:ZNF394;ZKSCAN5|Ensembl:ENSG00000196652|HGNC:ZKSCAN5;FAM200A|Ensembl:ENSG00000221909|HGNC:FAM200A;ZNF655|Ensembl:ENSG00000197343|HGNC:ZNF655;TMEM225B|Ensembl:ENSG00000244219|HGNC:TMEM225B;ZSCAN25|Ensembl:ENSG00000197037|HGNC:ZSCAN25;CYP3A5|Ensembl:ENSG00000106258|HGNC:CYP3A5;CYP3A7-CYP3A51P|Ensembl:ENSG00000282301|HGNC:CYP3A7-CYP3A51P;CYP3A7|Ensembl:ENSG00000160870|HGNC:CYP3A7;CYP3A4|Ensembl:ENSG00000160868|HGNC:CYP3A4;CYP3A43|Ensembl:ENSG00000021461|HGNC:CYP3A43;OR2AE1|Ensembl:ENSG00000244623|HGNC:OR2AE1;TRIM4|Ensembl:ENSG00000146833|HGNC:TRIM4;GJC3|Ensembl:ENSG00000176402|HGNC:GJC3;AZGP1|Ensembl:ENSG00000160862|HGNC:AZGP1;ZKSCAN1|Ensembl:ENSG00000106261|HGNC:ZKSCAN1;ZSCAN21|Ensembl:ENSG00000166529|HGNC:ZSCAN21;ZNF3|Ensembl:ENSG00000166526|HGNC:ZNF3;COPS6|Ensembl:ENSG00000168090|HGNC:COPS6;MCM7|Ensembl:ENSG00000166508|HGNC:MCM7;AP4M1|Ensembl:ENSG00000221838|HGNC:AP4M1;TAF6|Ensembl:ENSG00000106290|HGNC:TAF6;CNPY4|Ensembl:ENSG00000166997|HGNC:CNPY4;MBLAC1|Ensembl:ENSG00000214309|HGNC:MBLAC1;LAMTOR4|Ensembl:ENSG00000188186|HGNC:LAMTOR4
2637|chr7|139450000|140500000,KLRG2|Ensembl:ENSG00000188883|HGNC:KLRG2;CLEC2L|Ensembl:ENSG00000236279|HGNC:CLEC2L;HIPK2|Ensembl:ENSG00000064393|HGNC:HIPK2;TBXAS1|Ensembl:ENSG00000059377|HGNC:TBXAS1;PARP12|Ensembl:ENSG00000059378|HGNC:PARP12;KDM7A|Ensembl:ENSG00000006459|HGNC:KDM7A;SLC37A3|Ensembl:ENSG00000157800|HGNC:SLC37A3;RAB19|Ensembl:ENSG00000146955|HGNC:RAB19;MKRN1|Ensembl:ENSG00000133606|HGNC:MKRN1
2646|chr7|149850000|151150000,ZNF862|Ensembl:ENSG00000106479|HGNC:ZNF862;ATP6V0E2|Ensembl:ENSG00000171130|HGNC:ATP6V0E2;ACTR3C|Ensembl:ENSG00000106526|HGNC:ACTR3C;ZBED6CL|Ensembl:ENSG00000188707|HGNC:ZBED6CL;LRRC61|Ensembl:ENSG00000127399|HGNC:LRRC61;RARRES2|Ensembl:ENSG00000106538|HGNC:RARRES2;REPIN1|Ensembl:ENSG00000214022|HGNC:REPIN1;ZNF775|Ensembl:ENSG00000196456|HGNC:ZNF775;GIMAP8|Ensembl:ENSG00000171115|HGNC:GIMAP8;GIMAP7|Ensembl:ENSG00000179144|HGNC:GIMAP7;GIMAP4|Ensembl:ENSG00000133574|HGNC:GIMAP4;GIMAP6|Ensembl:ENSG00000133561|HGNC:GIMAP6;GIMAP2|Ensembl:ENSG00000106560|HGNC:GIMAP2;GIMAP1|Ensembl:ENSG00000213203|HGNC:GIMAP1;GIMAP1-GIMAP5|Ensembl:ENSG00000281887|HGNC:GIMAP1-GIMAP5;GIMAP5|Ensembl:ENSG00000196329|HGNC:GIMAP5;TMEM176B|Ensembl:ENSG00000106565|HGNC:TMEM176B;TMEM176A|Ensembl:ENSG00000002933|HGNC:TMEM176A;AOC1|Ensembl:ENSG00000002726|HGNC:AOC1;KCNH2|Ensembl:ENSG00000055118|HGNC:KCNH2;NOS3|Ensembl:ENSG00000164867|HGNC:NOS3;ATG9B|Ensembl:ENSG00000181652|HGNC:ATG9B;ABCB8|Ensembl:ENSG00000197150|HGNC:ABCB8;ASIC3|Ensembl:ENSG00000213199|HGNC:ASIC3;CDK5|Ensembl:ENSG00000164885|HGNC:CDK5;SLC4A2|Ensembl:ENSG00000164889|HGNC:SLC4A2;FASTK|Ensembl:ENSG00000164896|HGNC:FASTK;TMUB1|Ensembl:ENSG00000164897|HGNC:TMUB1;AGAP3|Ensembl:ENSG00000133612|HGNC:AGAP3;GBX1|Ensembl:ENSG00000164900|HGNC:GBX1
2648|chr7|152200000|152900000,KMT2C|Ensembl:ENSG00000055609|HGNC:KMT2C;XRCC2|Ensembl:ENSG00000196584|HGNC:XRCC2;ACTR3B|Ensembl:ENSG00000133627|HGNC:ACTR3B
2712|chr8|55750000|56200000,TMEM68|Ensembl:ENSG00000167904|HGNC:TMEM68;TGS1|Ensembl:ENSG00000137574|HGNC:TGS1;LYN|Ensembl:ENSG00000254087|HGNC:LYN;RPS20|Ensembl:ENSG00000008988|HGNC:RPS20;MOS|Ensembl:ENSG00000172680|HGNC:MOS;PLAG1|Ensembl:ENSG00000181690|HGNC:PLAG1
2730|chr8|73250000|73700000,C8orf89|Ensembl:ENSG00000274443|HGNC:C8orf89;RPL7|Ensembl:ENSG00000147604|HGNC:RPL7;RDH10|Ensembl:ENSG00000121039|HGNC:RDH10;STAU2|Ensembl:ENSG00000040341|HGNC:STAU2
2757|chr8|100600000|101300000,SNX31|Ensembl:ENSG00000174226|HGNC:SNX31;PABPC1|Ensembl:ENSG00000070756|HGNC:PABPC1;YWHAZ|Ensembl:ENSG00000164924|HGNC:YWHAZ;ZNF706|Ensembl:ENSG00000120963|HGNC:ZNF706
2758|chr8|101300000|102250000,GRHL2|Ensembl:ENSG00000083307|HGNC:GRHL2;NCALD|Ensembl:ENSG00000104490|HGNC:NCALD;RRM2B|Ensembl:ENSG00000048392|HGNC:RRM2B
2774|chr8|115050000|117250000,TRPS1|Ensembl:ENSG00000104447|HGNC:TRPS1;EIF3H|Ensembl:ENSG00000147677|HGNC:EIF3H;UTP23|Ensembl:ENSG00000147679|HGNC:UTP23;RAD21|Ensembl:ENSG00000164754|HGNC:RAD21;AARD|Ensembl:ENSG00000205002|HGNC:AARD;SLC30A8|Ensembl:ENSG00000164756|HGNC:SLC30A8
2817|chr9|19100000|19550000,HAUS6|Ensembl:ENSG00000147874|HGNC:HAUS6;PLIN2|Ensembl:ENSG00000147872|HGNC:PLIN2;DENND4C|Ensembl:ENSG00000137145|HGNC:DENND4C;RPS6|Ensembl:ENSG00000137154|HGNC:RPS6;ACER2|Ensembl:ENSG00000177076|HGNC:ACER2;SLC24A2|Ensembl:ENSG00000155886|HGNC:SLC24A2
2849|chr9|83950000|84300000,C9orf64|Ensembl:ENSG00000165118|HGNC:C9orf64;HNRNPK|Ensembl:ENSG00000165119|HGNC:HNRNPK;RMI1|Ensembl:ENSG00000178966|HGNC:RMI1;SLC28A3|Ensembl:ENSG00000197506|HGNC:SLC28A3
